52,120,522,120,522,173,52,173,SANYU STATIONERY SHOP
57,169,517,169,517,213,57,213,NO. 31G&33G, JALAN SETIA INDAH X ,U13/X
60,206,255,206,255,236,60,236,40170 SETIA ALAM
61,228,446,228,446,266,61,266,MOBILE /WHATSAPPS : +6012-918 7937
58,262,279,262,279,291,58,291,TEL: +603-3362 4137
61,288,338,288,338,320,61,320,GST ID NO: 001531760640
428,289,609,289,609,321,428,321,TAX INVOICE
51,323,157,323,157,347,51,347,OWNED BY :
55,337,392,337,392,367,55,367,SANYU SUPPLY SDN BHD (1135772-K)
59,393,320,393,320,423,59,423,CASH SALES COUNTER
75,460,211,460,211,483,75,483,1. 2005-0263
105,519,215,519,215,540,105,540,1 X 3.7000
74,548,214,548,214,572,74,572,2. 2012-0029
102,605,217,605,217,631,102,631,3 X 2.9000
292,450,551,450,551,476,292,476,ARTLINE 500A W/BOARD
293,480,468,480,468,504,293,504,MARKER - BLACK
295,541,617,541,617,569,295,569,RESTAURANT ORDER CHIT NCR
293,573,372,573,372,596,293,596,3.5"X6"
503,511,550,511,550,532,503,532,3.70
504,603,552,603,552,622,504,622,8.70
576,511,608,511,608,530,576,530,SR
578,600,607,600,607,620,578,620,SR
55,639,367,639,367,662,55,662,TOTAL SALES INCLUSIVE GST @6%
265,668,357,668,357,692,265,692,DISCOUNT
262,709,319,709,319,732,262,732,TOTAL
267,740,375,740,375,766,267,766,ROUND ADJ
265,780,373,780,373,803,265,803,FINAL TOTAL
266,840,328,840,328,862,266,862,CASH
267,871,357,871,357,892,267,892,CHANGE
493,639,552,639,552,659,493,659,12.40
505,669,552,669,552,689,505,689,0.00
498,709,554,709,554,730,498,730,12.40
508,741,554,741,554,765,508,765,0.00
499,784,555,784,555,807,499,807,12.40
498,841,557,841,557,863,498,863,15.00
508,874,555,874,555,894,508,894,2.60
51,913,202,913,202,937,51,937,GST SUMMARY
280,913,413,913,413,940,280,940,AMOUNT(RM)
505,914,594,914,594,937,505,937,TAX(RM)
56,942,152,942,152,968,56,968,SR @ 6%
353,945,414,945,414,967,353,967,11.70
546,945,595,945,595,967,546,967,0.70
55,1020,315,1020,315,1041,55,1041,INV NO: CS-SA-0111837
341,1020,548,1020,548,1046,341,1046,DATE : 18/09/2017
92,1149,596,1149,596,1178,92,1178,GOODS SOLD ARE NOT RETURNABLE & REFUNDABLE
138,1205,545,1205,545,1230,138,1230,THANK YOU FOR YOUR PATRONAGE
218,1234,466,1234,466,1261,218,1261,PLEASE COME AGAIN.
139,1285,545,1285,545,1316,139,1316,TERIMA KASIH SILA DATANG LAGI
89,1335,594,1335,594,1367,89,1367,** PLEASE KEEP THIS RECEIPT FOR PROVE OF
72,1368,607,1368,607,1400,72,1400,PURCHASE DATE FOR I.T PRODUCT WARRANTY
264,1402,413,1402,413,1425,264,1425,PURPOSE **
109,1451,568,1451,568,1489,109,1489,FOLLOW US IN FACEBOOK : SANYU.STATIONERY
